sale_id,date,year,month,month_name,state,city,model,segment,fuel,price_lakh,customer_age_band,customer_gender,customer_occupation,payment_mode,sales_channel,csat_score,is_repeat_customer
100950,2024-04-01,2024,4,Apr,Gujarat,Ahmedabad,Taigun,SUV,Petrol,16.09,26-35,Male,Salaried - Private,Loan/Finance,Referral,5,0
100951,2024-04-01,2024,4,Apr,Gujarat,Ahmedabad,Taigun,SUV,Petrol,16.05,36-45,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,5,0
100952,2024-04-01,2024,4,Apr,Gujarat,Ahmedabad,Vento,Sedan,Petrol,13.89,46-55,Male,Self-Employed/Business,Cash/Full Payment,Showroom Walk-in,3,0
100953,2024-04-01,2024,4,Apr,Gujarat,Ahmedabad,Polo,Hatchback,Petrol,9.87,36-45,Male,Salaried - Private,Cash/Full Payment,Referral,4,1
100954,2024-04-01,2024,4,Apr,Gujarat,Ahmedabad,Polo,Hatchback,Petrol,8.98,26-35,Male,Self-Employed/Business,Cash/Full Payment,Showroom Walk-in,5,1
100955,2024-04-01,2024,4,Apr,Gujarat,Ahmedabad,Ameo,Sedan,Petrol,10.57,46-55,Female,Professional (Doctor/CA/Lawyer),Loan/Finance,Online Enquiry,4,0
100956,2024-04-01,2024,4,Apr,Gujarat,Ahmedabad,Ameo,Sedan,Petrol,9.83,46-55,Female,Salaried - Government,Loan/Finance,Online Enquiry,4,0
100957,2024-04-01,2024,4,Apr,Gujarat,Surat,Taigun,SUV,Petrol,16.22,26-35,Male,Salaried - Private,Cash/Full Payment,Online Enquiry,2,0
100958,2024-04-01,2024,4,Apr,Gujarat,Surat,Taigun,SUV,Petrol,17.72,26-35,Male,Self-Employed/Business,Loan/Finance,Auto Expo/Event,4,0
100959,2024-04-01,2024,4,Apr,Gujarat,Surat,Tiguan,SUV,Petrol,38.96,36-45,Female,Salaried - Government,Loan/Finance,Exchange Mela,3,0
100960,2024-04-01,2024,4,Apr,Gujarat,Surat,Tiguan,SUV,Petrol,34.35,56-65,Male,Salaried - Private,Cash/Full Payment,Online Enquiry,5,0
100961,2024-04-01,2024,4,Apr,Gujarat,Surat,Vento,Sedan,Petrol,15.62,26-35,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,5,0
100962,2024-04-01,2024,4,Apr,Gujarat,Surat,Polo,Hatchback,Petrol,9.83,36-45,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,4,0
100963,2024-04-01,2024,4,Apr,Gujarat,Surat,Polo,Hatchback,Petrol,8.7,46-55,Male,Salaried - Private,Loan/Finance,Referral,5,0
100964,2024-04-01,2024,4,Apr,Gujarat,Surat,Ameo,Sedan,Petrol,10.0,36-45,Male,Self-Employed/Business,Cash/Full Payment,Showroom Walk-in,3,0
100965,2024-04-01,2024,4,Apr,Gujarat,Surat,Ameo,Sedan,Petrol,10.94,56-65,Male,Salaried - Private,Loan/Finance,Exchange Mela,4,0
100966,2024-04-01,2024,4,Apr,West Bengal,Kolkata,Virtus,Sedan,Petrol,16.56,26-35,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,4,0
100967,2024-04-01,2024,4,Apr,West Bengal,Kolkata,Virtus,Sedan,Petrol,16.02,26-35,Male,Salaried - Private,Loan/Finance,Auto Expo/Event,5,0
100968,2024-04-01,2024,4,Apr,West Bengal,Kolkata,Virtus,Sedan,Petrol,17.28,18-25,Male,Salaried - Private,Loan/Finance,Online Enquiry,5,0
100969,2024-04-01,2024,4,Apr,West Bengal,Kolkata,Taigun,SUV,Petrol,17.54,36-45,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,5,0
100970,2024-04-01,2024,4,Apr,West Bengal,Kolkata,Vento,Sedan,Petrol,13.94,65+,Male,Salaried - Government,Loan/Finance,Showroom Walk-in,2,0
100971,2024-04-01,2024,4,Apr,West Bengal,Kolkata,Polo,Hatchback,Petrol,8.91,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,1,0
100972,2024-04-01,2024,4,Apr,West Bengal,Kolkata,Polo,Hatchback,Petrol,9.69,36-45,Male,Salaried - Private,Loan/Finance,Referral,2,0
100973,2024-04-01,2024,4,Apr,West Bengal,Kolkata,Polo,Hatchback,Petrol,8.29,26-35,Male,Self-Employed/Business,Loan/Finance,Exchange Mela,5,0
100974,2024-04-01,2024,4,Apr,West Bengal,Kolkata,Ameo,Sedan,Petrol,9.3,36-45,Male,Self-Employed/Business,Cash/Full Payment,Showroom Walk-in,3,0
100975,2024-04-01,2024,4,Apr,Rajasthan,Jaipur,Virtus,Sedan,Petrol,16.61,36-45,Male,Salaried - Private,Loan/Finance,Referral,4,0
100976,2024-04-01,2024,4,Apr,Rajasthan,Jaipur,Virtus,Sedan,Petrol,14.21,18-25,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
100977,2024-04-01,2024,4,Apr,Rajasthan,Jaipur,Taigun,SUV,Petrol,17.17,36-45,Male,Salaried - Private,Loan/Finance,Online Enquiry,5,1
100978,2024-04-01,2024,4,Apr,Rajasthan,Jaipur,Taigun,SUV,Petrol,18.13,65+,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,5,0
100979,2024-04-01,2024,4,Apr,Rajasthan,Jaipur,Taigun,SUV,Petrol,16.46,46-55,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,5,0
100980,2024-04-01,2024,4,Apr,Rajasthan,Jaipur,Vento,Sedan,Petrol,13.52,26-35,Male,Retired,Loan/Finance,Showroom Walk-in,3,1
100981,2024-04-01,2024,4,Apr,Rajasthan,Jaipur,Vento,Sedan,Petrol,13.82,26-35,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,5,0
100982,2024-04-01,2024,4,Apr,Rajasthan,Jaipur,Polo,Hatchback,Petrol,9.08,46-55,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,1
100983,2024-04-01,2024,4,Apr,Uttar Pradesh,Lucknow,Virtus,Sedan,Petrol,14.53,36-45,Female,Professional (Doctor/CA/Lawyer),Cash/Full Payment,Online Enquiry,5,0
100984,2024-04-01,2024,4,Apr,Uttar Pradesh,Lucknow,Virtus,Sedan,Petrol,16.61,46-55,Male,Salaried - Private,Cash/Full Payment,Online Enquiry,5,1
100985,2024-04-01,2024,4,Apr,Uttar Pradesh,Lucknow,Virtus,Sedan,Petrol,15.41,36-45,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,5,1
100986,2024-04-01,2024,4,Apr,Uttar Pradesh,Lucknow,Virtus,Sedan,Petrol,15.34,36-45,Male,Salaried - Private,Loan/Finance,Online Enquiry,5,0
100987,2024-04-01,2024,4,Apr,Uttar Pradesh,Lucknow,Taigun,SUV,Petrol,17.85,26-35,Female,Salaried - Private,Loan/Finance,Showroom Walk-in,2,0
100988,2024-04-01,2024,4,Apr,Uttar Pradesh,Lucknow,Taigun,SUV,Petrol,17.94,46-55,Male,Salaried - Government,Loan/Finance,Referral,5,0
100989,2024-04-01,2024,4,Apr,Uttar Pradesh,Lucknow,Taigun,SUV,Petrol,16.93,36-45,Male,Salaried - Private,Cash/Full Payment,Auto Expo/Event,4,0
100990,2024-04-01,2024,4,Apr,Uttar Pradesh,Lucknow,Taigun,SUV,Petrol,16.87,26-35,Female,Salaried - Private,Loan/Finance,Online Enquiry,2,0
100991,2024-04-01,2024,4,Apr,Uttar Pradesh,Lucknow,Vento,Sedan,Petrol,13.24,56-65,Male,Self-Employed/Business,Cash/Full Payment,Online Enquiry,3,0
100992,2024-04-01,2024,4,Apr,Uttar Pradesh,Lucknow,Ameo,Sedan,Petrol,10.41,36-45,Male,Salaried - Private,Cash/Full Payment,Exchange Mela,5,0
100993,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Virtus,Sedan,Petrol,16.74,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
100994,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Virtus,Sedan,Petrol,15.55,36-45,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,4,0
100995,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Virtus,Sedan,Petrol,18.27,36-45,Male,Self-Employed/Business,Loan/Finance,Auto Expo/Event,5,1
100996,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Virtus,Sedan,Petrol,16.17,36-45,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,5,0
100997,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Virtus,Sedan,Petrol,16.84,26-35,Female,Salaried - Government,Loan/Finance,Showroom Walk-in,5,0
100998,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Virtus,Sedan,Petrol,15.1,36-45,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Exchange Mela,2,1
100999,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Virtus,Sedan,Petrol,14.71,26-35,Male,Salaried - Private,Loan/Finance,Online Enquiry,5,0
101000,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Virtus,Sedan,Petrol,15.8,26-35,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,3,0
101001,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Virtus,Sedan,Petrol,15.36,36-45,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,3,0
101002,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Taigun,SUV,Petrol,15.92,36-45,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,4,0
101003,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Taigun,SUV,Petrol,15.54,46-55,Male,Retired,Loan/Finance,Showroom Walk-in,5,0
101004,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Taigun,SUV,Petrol,18.16,56-65,Male,Self-Employed/Business,Loan/Finance,Referral,5,1
101005,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Taigun,SUV,Petrol,16.73,46-55,Male,Salaried - Private,Loan/Finance,Online Enquiry,4,0
101006,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Taigun,SUV,Petrol,15.14,18-25,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,4,0
101007,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Taigun,SUV,Petrol,17.18,36-45,Male,Salaried - Private,Loan/Finance,Referral,4,0
101008,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Taigun,SUV,Petrol,16.19,36-45,Male,Professional (Doctor/CA/Lawyer),Cash/Full Payment,Showroom Walk-in,5,0
101009,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Tiguan,SUV,Petrol,36.06,26-35,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,4,0
101010,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Tiguan,SUV,Petrol,33.53,26-35,Male,Professional (Doctor/CA/Lawyer),Cash/Full Payment,Showroom Walk-in,4,0
101011,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Vento,Sedan,Petrol,14.36,36-45,Male,Salaried - Private,Loan/Finance,Referral,4,1
101012,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Vento,Sedan,Petrol,15.04,26-35,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,1,0
101013,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Vento,Sedan,Petrol,15.23,36-45,Female,Self-Employed/Business,Loan/Finance,Online Enquiry,5,0
101014,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Polo,Hatchback,Petrol,9.21,26-35,Male,Salaried - Private,Loan/Finance,Online Enquiry,4,1
101015,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Polo,Hatchback,Petrol,9.87,26-35,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,4,0
101016,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Polo,Hatchback,Petrol,10.15,26-35,Male,Salaried - Government,Loan/Finance,Referral,3,0
101017,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Polo,Hatchback,Petrol,9.54,56-65,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,5,0
101018,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Polo,Hatchback,Petrol,10.12,26-35,Male,Retired,Cash/Full Payment,Referral,3,1
101019,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Polo,Hatchback,Petrol,8.59,46-55,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,2,0
101020,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Ameo,Sedan,Petrol,10.02,26-35,Male,Salaried - Private,Cash/Full Payment,Online Enquiry,5,0
101021,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Ameo,Sedan,Petrol,9.71,56-65,Male,Salaried - Government,Loan/Finance,Online Enquiry,4,0
101022,2024-04-01,2024,4,Apr,Uttar Pradesh,Noida,Ameo,Sedan,Petrol,10.09,36-45,Male,Self-Employed/Business,Cash/Full Payment,Showroom Walk-in,4,1
101023,2024-04-01,2024,4,Apr,Punjab,Chandigarh,Virtus,Sedan,Petrol,16.3,26-35,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,4,0
101024,2024-04-01,2024,4,Apr,Punjab,Chandigarh,Virtus,Sedan,Petrol,16.72,56-65,Male,Self-Employed/Business,Cash/Full Payment,Online Enquiry,5,0
101025,2024-04-01,2024,4,Apr,Punjab,Chandigarh,Virtus,Sedan,Petrol,14.02,46-55,Female,Self-Employed/Business,Cash/Full Payment,Referral,3,1
101026,2024-04-01,2024,4,Apr,Punjab,Chandigarh,Virtus,Sedan,Petrol,15.24,18-25,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,5,0
101027,2024-04-01,2024,4,Apr,Punjab,Chandigarh,Virtus,Sedan,Petrol,16.96,56-65,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,4,0
101028,2024-04-01,2024,4,Apr,Punjab,Chandigarh,Taigun,SUV,Petrol,17.15,56-65,Male,Salaried - Private,Loan/Finance,Referral,5,0
101029,2024-04-01,2024,4,Apr,Punjab,Chandigarh,Taigun,SUV,Petrol,17.51,36-45,Female,Self-Employed/Business,Loan/Finance,Referral,4,0
101030,2024-04-01,2024,4,Apr,Punjab,Chandigarh,Taigun,SUV,Petrol,17.01,36-45,Male,Salaried - Private,Cash/Full Payment,Referral,2,0
101031,2024-04-01,2024,4,Apr,Punjab,Chandigarh,Tiguan,SUV,Petrol,39.24,36-45,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,4,1
101032,2024-04-01,2024,4,Apr,Punjab,Chandigarh,Vento,Sedan,Petrol,15.57,18-25,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,5,0
101033,2024-04-01,2024,4,Apr,Punjab,Chandigarh,Vento,Sedan,Petrol,14.58,36-45,Female,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,3,1
101034,2024-04-01,2024,4,Apr,Punjab,Chandigarh,Vento,Sedan,Petrol,14.2,36-45,Female,Salaried - Private,Loan/Finance,Online Enquiry,4,0
101035,2024-04-01,2024,4,Apr,Punjab,Chandigarh,Polo,Hatchback,Petrol,9.85,56-65,Male,Salaried - Government,Loan/Finance,Showroom Walk-in,5,0
101036,2024-04-01,2024,4,Apr,Punjab,Chandigarh,Ameo,Sedan,Petrol,9.97,46-55,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,5,1
101037,2024-04-01,2024,4,Apr,Punjab,Chandigarh,Ameo,Sedan,Petrol,10.06,46-55,Female,Salaried - Private,Loan/Finance,Showroom Walk-in,5,0
101038,2024-04-01,2024,4,Apr,Kerala,Kochi,Virtus,Sedan,Petrol,16.05,26-35,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,4,0
101039,2024-04-01,2024,4,Apr,Kerala,Kochi,Virtus,Sedan,Petrol,16.08,26-35,Male,Salaried - Government,Cash/Full Payment,Exchange Mela,4,0
101040,2024-04-01,2024,4,Apr,Kerala,Kochi,Virtus,Sedan,Petrol,15.06,26-35,Male,Salaried - Government,Loan/Finance,Online Enquiry,4,0
101041,2024-04-01,2024,4,Apr,Kerala,Kochi,Virtus,Sedan,Petrol,13.79,36-45,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,5,0
101042,2024-04-01,2024,4,Apr,Kerala,Kochi,Taigun,SUV,Petrol,16.66,65+,Male,Self-Employed/Business,Loan/Finance,Auto Expo/Event,5,1
101043,2024-04-01,2024,4,Apr,Kerala,Kochi,Taigun,SUV,Petrol,15.51,26-35,Male,Salaried - Private,Loan/Finance,Online Enquiry,3,0
101044,2024-04-01,2024,4,Apr,Kerala,Kochi,Taigun,SUV,Petrol,16.6,26-35,Male,Salaried - Private,Cash/Full Payment,Auto Expo/Event,5,0
101045,2024-04-01,2024,4,Apr,Kerala,Kochi,Taigun,SUV,Petrol,17.04,36-45,Male,Salaried - Government,Loan/Finance,Online Enquiry,4,0
101046,2024-04-01,2024,4,Apr,Kerala,Kochi,Taigun,SUV,Petrol,17.05,26-35,Male,Salaried - Private,Loan/Finance,Referral,3,0
101047,2024-04-01,2024,4,Apr,Kerala,Kochi,Taigun,SUV,Petrol,16.37,36-45,Male,Salaried - Private,Cash/Full Payment,Online Enquiry,5,0
101048,2024-04-01,2024,4,Apr,Kerala,Kochi,Vento,Sedan,Petrol,14.22,36-45,Male,Salaried - Government,Loan/Finance,Online Enquiry,4,0
101049,2024-04-01,2024,4,Apr,Kerala,Kochi,Polo,Hatchback,Petrol,9.38,26-35,Male,Salaried - Government,Loan/Finance,Showroom Walk-in,4,0
101050,2024-04-01,2024,4,Apr,Kerala,Kochi,Polo,Hatchback,Petrol,9.26,65+,Male,Salaried - Private,Loan/Finance,Online Enquiry,5,1
101051,2024-04-01,2024,4,Apr,Madhya Pradesh,Indore,Virtus,Sedan,Petrol,16.22,56-65,Female,Retired,Loan/Finance,Online Enquiry,5,0
101052,2024-04-01,2024,4,Apr,Madhya Pradesh,Indore,Virtus,Sedan,Petrol,16.62,26-35,Male,Salaried - Private,Cash/Full Payment,Auto Expo/Event,4,0
101053,2024-04-01,2024,4,Apr,Madhya Pradesh,Indore,Virtus,Sedan,Petrol,16.75,36-45,Male,Salaried - Private,Loan/Finance,Online Enquiry,4,1
101054,2024-04-01,2024,4,Apr,Madhya Pradesh,Indore,Virtus,Sedan,Petrol,17.33,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,5,0
101055,2024-04-01,2024,4,Apr,Madhya Pradesh,Indore,Virtus,Sedan,Petrol,16.97,36-45,Male,Self-Employed/Business,Loan/Finance,Auto Expo/Event,2,0
101056,2024-04-01,2024,4,Apr,Madhya Pradesh,Indore,Taigun,SUV,Petrol,15.99,26-35,Male,Salaried - Private,Loan/Finance,Referral,2,0
101057,2024-04-01,2024,4,Apr,Madhya Pradesh,Indore,Taigun,SUV,Petrol,16.74,46-55,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,5,0
101058,2024-04-01,2024,4,Apr,Madhya Pradesh,Indore,Taigun,SUV,Petrol,16.4,18-25,Male,Self-Employed/Business,Loan/Finance,Exchange Mela,4,0
101059,2024-04-01,2024,4,Apr,Madhya Pradesh,Indore,Taigun,SUV,Petrol,16.08,56-65,Male,Salaried - Private,Loan/Finance,Auto Expo/Event,4,0
101060,2024-04-01,2024,4,Apr,Madhya Pradesh,Indore,Taigun,SUV,Petrol,17.42,46-55,Female,Salaried - Government,Loan/Finance,Showroom Walk-in,3,0
101061,2024-04-01,2024,4,Apr,Madhya Pradesh,Indore,Taigun,SUV,Petrol,16.05,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
101062,2024-04-01,2024,4,Apr,Madhya Pradesh,Indore,Vento,Sedan,Petrol,13.01,26-35,Female,Salaried - Private,Loan/Finance,Showroom Walk-in,3,0
101063,2024-04-01,2024,4,Apr,Madhya Pradesh,Indore,Polo,Hatchback,Petrol,10.19,65+,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,5,0
101064,2024-04-01,2024,4,Apr,Haryana,Gurugram,Virtus,Sedan,Petrol,15.44,56-65,Female,Self-Employed/Business,Loan/Finance,Showroom Walk-in,3,1
101065,2024-04-01,2024,4,Apr,Haryana,Gurugram,Virtus,Sedan,Petrol,17.0,65+,Female,Salaried - Private,Loan/Finance,Online Enquiry,4,0
101066,2024-04-01,2024,4,Apr,Haryana,Gurugram,Taigun,SUV,Petrol,16.73,46-55,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,5,0
101067,2024-04-01,2024,4,Apr,Haryana,Gurugram,Taigun,SUV,Petrol,15.58,46-55,Male,Retired,Loan/Finance,Showroom Walk-in,5,0
101068,2024-04-01,2024,4,Apr,Haryana,Gurugram,Taigun,SUV,Petrol,15.64,36-45,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,3,0
101069,2024-04-01,2024,4,Apr,Haryana,Gurugram,Taigun,SUV,Petrol,14.95,18-25,Female,Salaried - Private,Loan/Finance,Online Enquiry,5,0
101070,2024-04-01,2024,4,Apr,Haryana,Gurugram,Taigun,SUV,Petrol,16.07,46-55,Male,Professional (Doctor/CA/Lawyer),Cash/Full Payment,Showroom Walk-in,4,0
101071,2024-04-01,2024,4,Apr,Haryana,Gurugram,Taigun,SUV,Petrol,15.44,56-65,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,3,0
101072,2024-04-01,2024,4,Apr,Haryana,Gurugram,Taigun,SUV,Petrol,17.77,18-25,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Exchange Mela,5,0
101073,2024-04-01,2024,4,Apr,Haryana,Gurugram,Vento,Sedan,Petrol,14.66,26-35,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,5,0
101074,2024-04-01,2024,4,Apr,Haryana,Gurugram,Vento,Sedan,Petrol,16.03,46-55,Male,Salaried - Private,Cash/Full Payment,Exchange Mela,4,1
101075,2024-04-01,2024,4,Apr,Haryana,Gurugram,Polo,Hatchback,Petrol,8.55,26-35,Male,Salaried - Private,Loan/Finance,Exchange Mela,5,0
101076,2024-04-01,2024,4,Apr,Haryana,Gurugram,Polo,Hatchback,Petrol,10.07,36-45,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,5,0
101077,2024-04-01,2024,4,Apr,Haryana,Gurugram,Polo,Hatchback,Petrol,8.72,36-45,Male,Salaried - Private,Loan/Finance,Online Enquiry,4,1
101078,2024-04-01,2024,4,Apr,Haryana,Gurugram,Polo,Hatchback,Petrol,9.57,26-35,Male,Salaried - Private,Loan/Finance,Online Enquiry,3,0
101079,2024-04-01,2024,4,Apr,Andhra Pradesh,Vijayawada,Virtus,Sedan,Petrol,16.36,46-55,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
101080,2024-04-01,2024,4,Apr,Andhra Pradesh,Vijayawada,Virtus,Sedan,Petrol,15.8,46-55,Female,Salaried - Government,Loan/Finance,Showroom Walk-in,3,0
101081,2024-04-01,2024,4,Apr,Andhra Pradesh,Vijayawada,Taigun,SUV,Petrol,16.65,36-45,Female,Salaried - Private,Loan/Finance,Online Enquiry,5,0
101082,2024-04-01,2024,4,Apr,Andhra Pradesh,Vijayawada,Taigun,SUV,Petrol,18.57,46-55,Female,Self-Employed/Business,Loan/Finance,Showroom Walk-in,3,0
101083,2024-04-01,2024,4,Apr,Andhra Pradesh,Vijayawada,Vento,Sedan,Petrol,14.72,46-55,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Exchange Mela,5,0
101084,2024-04-01,2024,4,Apr,Andhra Pradesh,Vijayawada,Polo,Hatchback,Petrol,8.34,46-55,Female,Salaried - Private,Loan/Finance,Auto Expo/Event,4,0
101085,2024-04-01,2024,4,Apr,Andhra Pradesh,Vijayawada,Polo,Hatchback,Petrol,9.06,18-25,Female,Self-Employed/Business,Cash/Full Payment,Referral,5,0
101086,2024-05-01,2024,5,May,Maharashtra,Mumbai,Virtus,Sedan,Petrol,16.84,36-45,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0
101087,2024-05-01,2024,5,May,Maharashtra,Mumbai,Virtus,Sedan,Petrol,15.83,65+,Male,Salaried - Government,Loan/Finance,Showroom Walk-in,5,0
101088,2024-05-01,2024,5,May,Maharashtra,Mumbai,Virtus,Sedan,Petrol,16.47,36-45,Male,Salaried - Private,Loan/Finance,Online Enquiry,4,1
101089,2024-05-01,2024,5,May,Maharashtra,Mumbai,Virtus,Sedan,Petrol,14.98,26-35,Female,Salaried - Private,Loan/Finance,Online Enquiry,5,0
101090,2024-05-01,2024,5,May,Maharashtra,Mumbai,Virtus,Sedan,Petrol,15.25,26-35,Female,Salaried - Government,Loan/Finance,Online Enquiry,4,0
101091,2024-05-01,2024,5,May,Maharashtra,Mumbai,Virtus,Sedan,Petrol,16.33,26-35,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,5,1
101092,2024-05-01,2024,5,May,Maharashtra,Mumbai,Virtus,Sedan,Petrol,14.87,36-45,Female,Salaried - Private,Loan/Finance,Referral,2,0
101093,2024-05-01,2024,5,May,Maharashtra,Mumbai,Virtus,Sedan,Petrol,15.94,46-55,Male,Salaried - Private,Cash/Full Payment,Exchange Mela,4,0
101094,2024-05-01,2024,5,May,Maharashtra,Mumbai,Taigun,SUV,Petrol,17.6,26-35,Male,Salaried - Private,Loan/Finance,Online Enquiry,4,0
101095,2024-05-01,2024,5,May,Maharashtra,Mumbai,Taigun,SUV,Petrol,17.99,46-55,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Referral,5,0
101096,2024-05-01,2024,5,May,Maharashtra,Mumbai,Taigun,SUV,Petrol,15.73,36-45,Male,Salaried - Government,Loan/Finance,Referral,4,0
101097,2024-05-01,2024,5,May,Maharashtra,Mumbai,Tiguan,SUV,Petrol,39.03,36-45,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,3,1
101098,2024-05-01,2024,5,May,Maharashtra,Mumbai,Tiguan,SUV,Petrol,36.8,46-55,Male,Salaried - Government,Loan/Finance,Online Enquiry,4,0
101099,2024-05-01,2024,5,May,Maharashtra,Mumbai,Polo,Hatchback,Petrol,9.81,36-45,Male,Self-Employed/Business,Cash/Full Payment,Online Enquiry,5,0
101100,2024-05-01,2024,5,May,Maharashtra,Mumbai,Polo,Hatchback,Petrol,8.94,26-35,Female,Salaried - Private,Loan/Finance,Showroom Walk-in,3,0
101101,2024-05-01,2024,5,May,Maharashtra,Mumbai,Polo,Hatchback,Petrol,9.21,46-55,Female,Salaried - Private,Loan/Finance,Referral,5,0
101102,2024-05-01,2024,5,May,Maharashtra,Mumbai,Polo,Hatchback,Petrol,9.15,18-25,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,3,0
101103,2024-05-01,2024,5,May,Maharashtra,Mumbai,Ameo,Sedan,Petrol,9.05,46-55,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,2,0
101104,2024-05-01,2024,5,May,Maharashtra,Pune,Virtus,Sedan,Petrol,16.86,46-55,Male,Self-Employed/Business,Loan/Finance,Exchange Mela,4,0
101105,2024-05-01,2024,5,May,Maharashtra,Pune,Virtus,Sedan,Petrol,14.8,46-55,Female,Salaried - Government,Cash/Full Payment,Showroom Walk-in,4,0
101106,2024-05-01,2024,5,May,Maharashtra,Pune,Virtus,Sedan,Petrol,16.09,36-45,Male,Self-Employed/Business,Loan/Finance,Referral,5,1
101107,2024-05-01,2024,5,May,Maharashtra,Pune,Virtus,Sedan,Petrol,15.86,26-35,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,3,0
101108,2024-05-01,2024,5,May,Maharashtra,Pune,Virtus,Sedan,Petrol,14.56,26-35,Male,Salaried - Private,Loan/Finance,Exchange Mela,1,0
