sale_id,date,year,month,month_name,state,city,model,segment,fuel,price_lakh,customer_age_band,customer_gender,customer_occupation,payment_mode,sales_channel,csat_score,is_repeat_customer,revenue_lakh,revenue_rs,quarter,month_year
101394,2024-06-01,2024,6,Jun,Maharashtra,Pune,Polo,Hatchback,Petrol,8.58,56-65,Male,Self-Employed/Business,Loan/Finance,Auto Expo/Event,5,0,8.58,858000.0,2,Jun-2024
101395,2024-06-01,2024,6,Jun,Maharashtra,Pune,Ameo,Sedan,Petrol,9.98,36-45,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,5,1,9.98,998000.0,2,Jun-2024
101396,2024-06-01,2024,6,Jun,Maharashtra,Pune,Ameo,Sedan,Petrol,9.65,36-45,Female,Self-Employed/Business,Loan/Finance,Exchange Mela,2,0,9.65,965000.0,2,Jun-2024
101397,2024-06-01,2024,6,Jun,Maharashtra,Nagpur,Taigun,SUV,Petrol,17.19,36-45,Male,Salaried - Private,Loan/Finance,Referral,5,0,17.19,1719000.0000000002,2,Jun-2024
101398,2024-06-01,2024,6,Jun,Maharashtra,Nagpur,Taigun,SUV,Petrol,15.83,46-55,Female,Salaried - Private,Loan/Finance,Exchange Mela,4,0,15.83,1583000.0,2,Jun-2024
101399,2024-06-01,2024,6,Jun,Maharashtra,Nagpur,Taigun,SUV,Petrol,15.37,36-45,Male,Self-Employed/Business,Loan/Finance,Exchange Mela,4,0,15.37,1537000.0,2,Jun-2024
101400,2024-06-01,2024,6,Jun,Maharashtra,Nagpur,Tiguan,SUV,Petrol,39.28,46-55,Female,Salaried - Private,Loan/Finance,Auto Expo/Event,5,0,39.28,3928000.0,2,Jun-2024
101401,2024-06-01,2024,6,Jun,Maharashtra,Nagpur,Vento,Sedan,Petrol,14.99,26-35,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,2,0,14.99,1499000.0,2,Jun-2024
101402,2024-06-01,2024,6,Jun,Maharashtra,Nagpur,Vento,Sedan,Petrol,15.57,46-55,Female,Self-Employed/Business,Loan/Finance,Showroom Walk-in,2,0,15.57,1557000.0,2,Jun-2024
101403,2024-06-01,2024,6,Jun,Maharashtra,Nagpur,Vento,Sedan,Petrol,13.03,26-35,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Auto Expo/Event,3,0,13.03,1303000.0,2,Jun-2024
101404,2024-06-01,2024,6,Jun,Maharashtra,Nagpur,Polo,Hatchback,Petrol,9.01,46-55,Male,Salaried - Government,Loan/Finance,Exchange Mela,2,0,9.01,901000.0,2,Jun-2024
101405,2024-06-01,2024,6,Jun,Delhi,New Delhi,Virtus,Sedan,Petrol,15.35,26-35,Male,Salaried - Private,Loan/Finance,Online Enquiry,4,1,15.35,1535000.0,2,Jun-2024
101406,2024-06-01,2024,6,Jun,Delhi,New Delhi,Virtus,Sedan,Petrol,12.91,26-35,Female,Salaried - Private,Loan/Finance,Online Enquiry,4,0,12.91,1291000.0,2,Jun-2024
101407,2024-06-01,2024,6,Jun,Delhi,New Delhi,Virtus,Sedan,Petrol,14.35,46-55,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0,14.35,1435000.0,2,Jun-2024
101408,2024-06-01,2024,6,Jun,Delhi,New Delhi,Virtus,Sedan,Petrol,14.85,26-35,Male,Self-Employed/Business,Cash/Full Payment,Exchange Mela,2,1,14.85,1485000.0,2,Jun-2024
101409,2024-06-01,2024,6,Jun,Delhi,New Delhi,Taigun,SUV,Petrol,16.85,36-45,Male,Salaried - Government,Loan/Finance,Showroom Walk-in,4,0,16.85,1685000.0000000002,2,Jun-2024
101410,2024-06-01,2024,6,Jun,Delhi,New Delhi,Taigun,SUV,Petrol,17.93,36-45,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,1,0,17.93,1793000.0,2,Jun-2024
101411,2024-06-01,2024,6,Jun,Delhi,New Delhi,Taigun,SUV,Petrol,16.39,46-55,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,3,0,16.39,1639000.0,2,Jun-2024
101412,2024-06-01,2024,6,Jun,Delhi,New Delhi,Taigun,SUV,Petrol,13.49,36-45,Male,Salaried - Private,Cash/Full Payment,Exchange Mela,4,1,13.49,1349000.0,2,Jun-2024
101413,2024-06-01,2024,6,Jun,Delhi,New Delhi,Vento,Sedan,Petrol,13.58,26-35,Female,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,3,0,13.58,1358000.0,2,Jun-2024
101414,2024-06-01,2024,6,Jun,Delhi,New Delhi,Vento,Sedan,Petrol,13.28,26-35,Male,Salaried - Private,Loan/Finance,Referral,4,0,13.28,1328000.0,2,Jun-2024
101415,2024-06-01,2024,6,Jun,Delhi,New Delhi,Polo,Hatchback,Petrol,9.28,26-35,Male,Salaried - Private,Loan/Finance,Referral,4,0,9.28,927999.9999999999,2,Jun-2024
101416,2024-06-01,2024,6,Jun,Delhi,New Delhi,Polo,Hatchback,Petrol,8.8,56-65,Male,Salaried - Private,Loan/Finance,Auto Expo/Event,5,0,8.8,880000.0000000001,2,Jun-2024
101417,2024-06-01,2024,6,Jun,Delhi,New Delhi,Polo,Hatchback,Petrol,10.41,46-55,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,5,0,10.41,1041000.0,2,Jun-2024
101418,2024-06-01,2024,6,Jun,Delhi,New Delhi,Ameo,Sedan,Petrol,10.26,26-35,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,4,0,10.26,1026000.0,2,Jun-2024
101419,2024-06-01,2024,6,Jun,Delhi,New Delhi,Ameo,Sedan,Petrol,10.37,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0,10.37,1036999.9999999999,2,Jun-2024
101420,2024-06-01,2024,6,Jun,Delhi,New Delhi,Ameo,Sedan,Petrol,9.85,56-65,Male,Salaried - Private,Loan/Finance,Referral,4,1,9.85,985000.0,2,Jun-2024
101421,2024-06-01,2024,6,Jun,Karnataka,Bengaluru,Virtus,Sedan,Petrol,14.62,26-35,Male,Retired,Loan/Finance,Auto Expo/Event,5,0,14.62,1462000.0,2,Jun-2024
101422,2024-06-01,2024,6,Jun,Karnataka,Bengaluru,Virtus,Sedan,Petrol,16.24,36-45,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Online Enquiry,4,0,16.24,1623999.9999999998,2,Jun-2024
101423,2024-06-01,2024,6,Jun,Karnataka,Bengaluru,Virtus,Sedan,Petrol,15.73,36-45,Female,Salaried - Private,Cash/Full Payment,Showroom Walk-in,5,1,15.73,1573000.0,2,Jun-2024
101424,2024-06-01,2024,6,Jun,Karnataka,Bengaluru,Virtus,Sedan,Petrol,16.64,46-55,Male,Self-Employed/Business,Cash/Full Payment,Showroom Walk-in,5,0,16.64,1664000.0,2,Jun-2024
101425,2024-06-01,2024,6,Jun,Karnataka,Bengaluru,Virtus,Sedan,Petrol,15.52,56-65,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,4,0,15.52,1552000.0,2,Jun-2024
101426,2024-06-01,2024,6,Jun,Karnataka,Bengaluru,Virtus,Sedan,Petrol,15.48,26-35,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,1,1,15.48,1548000.0,2,Jun-2024
101427,2024-06-01,2024,6,Jun,Karnataka,Bengaluru,Virtus,Sedan,Petrol,15.54,46-55,Female,Salaried - Private,Loan/Finance,Referral,2,0,15.54,1554000.0,2,Jun-2024
101428,2024-06-01,2024,6,Jun,Karnataka,Bengaluru,Taigun,SUV,Petrol,16.83,26-35,Male,Salaried - Government,Cash/Full Payment,Referral,2,1,16.83,1682999.9999999998,2,Jun-2024
101429,2024-06-01,2024,6,Jun,Karnataka,Bengaluru,Taigun,SUV,Petrol,16.08,36-45,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,4,0,16.08,1607999.9999999998,2,Jun-2024
101430,2024-06-01,2024,6,Jun,Karnataka,Bengaluru,Taigun,SUV,Petrol,15.7,36-45,Male,Salaried - Private,Loan/Finance,Auto Expo/Event,5,0,15.7,1570000.0,2,Jun-2024
101431,2024-06-01,2024,6,Jun,Karnataka,Bengaluru,Taigun,SUV,Petrol,15.82,36-45,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,4,0,15.82,1582000.0,2,Jun-2024
101432,2024-06-01,2024,6,Jun,Karnataka,Bengaluru,Vento,Sedan,Petrol,13.98,36-45,Male,Professional (Doctor/CA/Lawyer),Cash/Full Payment,Showroom Walk-in,5,0,13.98,1398000.0,2,Jun-2024
101433,2024-06-01,2024,6,Jun,Karnataka,Bengaluru,Polo,Hatchback,Petrol,10.41,46-55,Male,Salaried - Government,Loan/Finance,Referral,5,0,10.41,1041000.0,2,Jun-2024
101434,2024-06-01,2024,6,Jun,Karnataka,Bengaluru,Polo,Hatchback,Petrol,9.5,36-45,Male,Salaried - Private,Loan/Finance,Online Enquiry,3,0,9.5,950000.0,2,Jun-2024
101435,2024-06-01,2024,6,Jun,Karnataka,Bengaluru,Ameo,Sedan,Petrol,9.63,46-55,Male,Salaried - Private,Cash/Full Payment,Referral,5,0,9.63,963000.0000000001,2,Jun-2024
101436,2024-06-01,2024,6,Jun,Karnataka,Bengaluru,Ameo,Sedan,Petrol,9.36,18-25,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,3,0,9.36,936000.0,2,Jun-2024
101437,2024-06-01,2024,6,Jun,Karnataka,Mysuru,Virtus,Sedan,Petrol,17.09,46-55,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,3,0,17.09,1709000.0,2,Jun-2024
101438,2024-06-01,2024,6,Jun,Karnataka,Mysuru,Vento,Sedan,Petrol,13.11,56-65,Male,Salaried - Private,Loan/Finance,Online Enquiry,5,0,13.11,1311000.0,2,Jun-2024
101439,2024-06-01,2024,6,Jun,Karnataka,Mysuru,Polo,Hatchback,Petrol,9.77,36-45,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,3,0,9.77,977000.0,2,Jun-2024
101440,2024-06-01,2024,6,Jun,Karnataka,Mysuru,Polo,Hatchback,Petrol,8.73,36-45,Male,Self-Employed/Business,Loan/Finance,Referral,5,0,8.73,873000.0,2,Jun-2024
101441,2024-06-01,2024,6,Jun,Tamil Nadu,Chennai,Virtus,Sedan,Petrol,15.52,26-35,Male,Salaried - Government,Loan/Finance,Showroom Walk-in,2,0,15.52,1552000.0,2,Jun-2024
101442,2024-06-01,2024,6,Jun,Tamil Nadu,Chennai,Virtus,Sedan,Petrol,15.65,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,2,0,15.65,1565000.0,2,Jun-2024
101443,2024-06-01,2024,6,Jun,Tamil Nadu,Chennai,Virtus,Sedan,Petrol,15.91,36-45,Male,Salaried - Private,Loan/Finance,Online Enquiry,2,0,15.91,1591000.0,2,Jun-2024
101444,2024-06-01,2024,6,Jun,Tamil Nadu,Chennai,Virtus,Sedan,Petrol,16.01,36-45,Male,Salaried - Private,Loan/Finance,Online Enquiry,4,0,16.01,1601000.0000000002,2,Jun-2024
101445,2024-06-01,2024,6,Jun,Tamil Nadu,Chennai,Virtus,Sedan,Petrol,15.67,36-45,Male,Salaried - Government,Loan/Finance,Showroom Walk-in,5,0,15.67,1567000.0,2,Jun-2024
101446,2024-06-01,2024,6,Jun,Tamil Nadu,Chennai,Virtus,Sedan,Petrol,14.62,36-45,Female,Salaried - Private,Loan/Finance,Online Enquiry,4,0,14.62,1462000.0,2,Jun-2024
101447,2024-06-01,2024,6,Jun,Tamil Nadu,Chennai,Virtus,Sedan,Petrol,16.21,26-35,Female,Salaried - Private,Loan/Finance,Referral,4,0,16.21,1621000.0,2,Jun-2024
101448,2024-06-01,2024,6,Jun,Tamil Nadu,Chennai,Taigun,SUV,Petrol,17.39,36-45,Male,Self-Employed/Business,Loan/Finance,Auto Expo/Event,5,1,17.39,1739000.0,2,Jun-2024
101449,2024-06-01,2024,6,Jun,Tamil Nadu,Chennai,Taigun,SUV,Petrol,18.89,56-65,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0,18.89,1889000.0,2,Jun-2024
101450,2024-06-01,2024,6,Jun,Tamil Nadu,Chennai,Taigun,SUV,Petrol,14.88,46-55,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,5,0,14.88,1488000.0,2,Jun-2024
101451,2024-06-01,2024,6,Jun,Tamil Nadu,Chennai,Tiguan,SUV,Petrol,35.24,65+,Male,Salaried - Private,Cash/Full Payment,Online Enquiry,5,0,35.24,3524000.0,2,Jun-2024
101452,2024-06-01,2024,6,Jun,Tamil Nadu,Chennai,Polo,Hatchback,Petrol,9.61,36-45,Male,Self-Employed/Business,Cash/Full Payment,Online Enquiry,4,0,9.61,961000.0,2,Jun-2024
101453,2024-06-01,2024,6,Jun,Tamil Nadu,Chennai,Polo,Hatchback,Petrol,9.21,26-35,Male,Salaried - Private,Loan/Finance,Online Enquiry,5,0,9.21,921000.0000000001,2,Jun-2024
101454,2024-06-01,2024,6,Jun,Tamil Nadu,Chennai,Polo,Hatchback,Petrol,9.58,36-45,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,3,0,9.58,958000.0,2,Jun-2024
101455,2024-06-01,2024,6,Jun,Tamil Nadu,Chennai,Ameo,Sedan,Petrol,10.36,26-35,Female,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0,10.36,1036000.0,2,Jun-2024
101456,2024-06-01,2024,6,Jun,Tamil Nadu,Coimbatore,Virtus,Sedan,Petrol,13.06,46-55,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,5,1,13.06,1306000.0,2,Jun-2024
101457,2024-06-01,2024,6,Jun,Tamil Nadu,Coimbatore,Virtus,Sedan,Petrol,16.21,26-35,Male,Salaried - Government,Loan/Finance,Showroom Walk-in,1,0,16.21,1621000.0,2,Jun-2024
101458,2024-06-01,2024,6,Jun,Tamil Nadu,Coimbatore,Taigun,SUV,Petrol,18.58,26-35,Male,Self-Employed/Business,Loan/Finance,Auto Expo/Event,3,0,18.58,1857999.9999999998,2,Jun-2024
101459,2024-06-01,2024,6,Jun,Tamil Nadu,Coimbatore,Vento,Sedan,Petrol,15.53,56-65,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,5,0,15.53,1553000.0,2,Jun-2024
101460,2024-06-01,2024,6,Jun,Tamil Nadu,Coimbatore,Polo,Hatchback,Petrol,8.85,26-35,Male,Self-Employed/Business,Loan/Finance,Exchange Mela,4,1,8.85,885000.0,2,Jun-2024
101461,2024-06-01,2024,6,Jun,Tamil Nadu,Coimbatore,Polo,Hatchback,Petrol,9.02,46-55,Female,Salaried - Private,Cash/Full Payment,Auto Expo/Event,5,0,9.02,902000.0,2,Jun-2024
101462,2024-06-01,2024,6,Jun,Tamil Nadu,Coimbatore,Polo,Hatchback,Petrol,8.19,36-45,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,4,0,8.19,819000.0,2,Jun-2024
101463,2024-06-01,2024,6,Jun,Tamil Nadu,Coimbatore,Polo,Hatchback,Petrol,8.55,26-35,Male,Retired,Loan/Finance,Showroom Walk-in,5,0,8.55,855000.0000000001,2,Jun-2024
101464,2024-06-01,2024,6,Jun,Telangana,Hyderabad,Virtus,Sedan,Petrol,16.02,56-65,Female,Salaried - Government,Loan/Finance,Online Enquiry,4,1,16.02,1602000.0,2,Jun-2024
101465,2024-06-01,2024,6,Jun,Telangana,Hyderabad,Virtus,Sedan,Petrol,13.73,46-55,Female,Self-Employed/Business,Cash/Full Payment,Online Enquiry,4,0,13.73,1373000.0,2,Jun-2024
101466,2024-06-01,2024,6,Jun,Telangana,Hyderabad,Virtus,Sedan,Petrol,16.98,46-55,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,5,0,16.98,1698000.0,2,Jun-2024
101467,2024-06-01,2024,6,Jun,Telangana,Hyderabad,Taigun,SUV,Petrol,16.54,36-45,Male,Salaried - Private,Loan/Finance,Online Enquiry,2,0,16.54,1654000.0,2,Jun-2024
101468,2024-06-01,2024,6,Jun,Telangana,Hyderabad,Taigun,SUV,Petrol,16.67,36-45,Female,Salaried - Private,Loan/Finance,Referral,5,1,16.67,1667000.0000000002,2,Jun-2024
101469,2024-06-01,2024,6,Jun,Telangana,Hyderabad,Taigun,SUV,Petrol,17.0,46-55,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,4,0,17.0,1700000.0,2,Jun-2024
101470,2024-06-01,2024,6,Jun,Telangana,Hyderabad,Taigun,SUV,Petrol,17.83,26-35,Male,Self-Employed/Business,Loan/Finance,Referral,4,0,17.83,1782999.9999999998,2,Jun-2024
101471,2024-06-01,2024,6,Jun,Telangana,Hyderabad,Taigun,SUV,Petrol,16.03,26-35,Female,Salaried - Private,Loan/Finance,Online Enquiry,3,0,16.03,1603000.0,2,Jun-2024
101472,2024-06-01,2024,6,Jun,Telangana,Hyderabad,Vento,Sedan,Petrol,14.9,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0,14.9,1490000.0,2,Jun-2024
101473,2024-06-01,2024,6,Jun,Telangana,Hyderabad,Vento,Sedan,Petrol,13.34,36-45,Male,Salaried - Government,Cash/Full Payment,Referral,4,1,13.34,1334000.0,2,Jun-2024
101474,2024-06-01,2024,6,Jun,Telangana,Hyderabad,Vento,Sedan,Petrol,14.04,36-45,Female,Self-Employed/Business,Loan/Finance,Referral,5,0,14.04,1404000.0,2,Jun-2024
101475,2024-06-01,2024,6,Jun,Telangana,Hyderabad,Polo,Hatchback,Petrol,10.07,56-65,Male,Professional (Doctor/CA/Lawyer),Cash/Full Payment,Showroom Walk-in,3,0,10.07,1007000.0,2,Jun-2024
101476,2024-06-01,2024,6,Jun,Telangana,Hyderabad,Polo,Hatchback,Petrol,9.14,36-45,Male,Self-Employed/Business,Cash/Full Payment,Online Enquiry,2,0,9.14,914000.0,2,Jun-2024
101477,2024-06-01,2024,6,Jun,Telangana,Hyderabad,Ameo,Sedan,Petrol,10.36,26-35,Female,Self-Employed/Business,Loan/Finance,Referral,4,0,10.36,1036000.0,2,Jun-2024
101478,2024-06-01,2024,6,Jun,Telangana,Hyderabad,Ameo,Sedan,Petrol,9.79,36-45,Female,Self-Employed/Business,Cash/Full Payment,Referral,5,0,9.79,978999.9999999999,2,Jun-2024
101479,2024-06-01,2024,6,Jun,Gujarat,Ahmedabad,Virtus,Sedan,Petrol,16.3,56-65,Male,Salaried - Private,Cash/Full Payment,Referral,4,1,16.3,1630000.0,2,Jun-2024
101480,2024-06-01,2024,6,Jun,Gujarat,Ahmedabad,Virtus,Sedan,Petrol,18.08,56-65,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,5,0,18.08,1807999.9999999998,2,Jun-2024
101481,2024-06-01,2024,6,Jun,Gujarat,Ahmedabad,Virtus,Sedan,Petrol,15.32,26-35,Male,Salaried - Government,Loan/Finance,Showroom Walk-in,4,1,15.32,1532000.0,2,Jun-2024
101482,2024-06-01,2024,6,Jun,Gujarat,Ahmedabad,Virtus,Sedan,Petrol,12.91,56-65,Male,Self-Employed/Business,Cash/Full Payment,Referral,4,0,12.91,1291000.0,2,Jun-2024
101483,2024-06-01,2024,6,Jun,Gujarat,Ahmedabad,Taigun,SUV,Petrol,17.1,26-35,Male,Salaried - Private,Cash/Full Payment,Online Enquiry,5,0,17.1,1710000.0000000002,2,Jun-2024
101484,2024-06-01,2024,6,Jun,Gujarat,Ahmedabad,Taigun,SUV,Petrol,16.94,36-45,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,3,0,16.94,1694000.0000000002,2,Jun-2024
101485,2024-06-01,2024,6,Jun,Gujarat,Ahmedabad,Tiguan,SUV,Petrol,37.66,26-35,Female,Self-Employed/Business,Loan/Finance,Showroom Walk-in,5,0,37.66,3765999.9999999995,2,Jun-2024
101486,2024-06-01,2024,6,Jun,Gujarat,Ahmedabad,Vento,Sedan,Petrol,13.62,18-25,Male,Salaried - Government,Loan/Finance,Online Enquiry,5,0,13.62,1362000.0,2,Jun-2024
101487,2024-06-01,2024,6,Jun,Gujarat,Ahmedabad,Polo,Hatchback,Petrol,9.26,26-35,Male,Self-Employed/Business,Cash/Full Payment,Showroom Walk-in,3,0,9.26,926000.0,2,Jun-2024
101488,2024-06-01,2024,6,Jun,Gujarat,Ahmedabad,Polo,Hatchback,Petrol,8.7,26-35,Female,Self-Employed/Business,Cash/Full Payment,Showroom Walk-in,5,0,8.7,869999.9999999999,2,Jun-2024
101489,2024-06-01,2024,6,Jun,Gujarat,Ahmedabad,Ameo,Sedan,Petrol,9.86,36-45,Male,Self-Employed/Business,Loan/Finance,Exchange Mela,5,0,9.86,986000.0,2,Jun-2024
101490,2024-06-01,2024,6,Jun,Gujarat,Surat,Virtus,Sedan,Petrol,16.87,46-55,Male,Salaried - Private,Loan/Finance,Online Enquiry,4,0,16.87,1687000.0,2,Jun-2024
101491,2024-06-01,2024,6,Jun,Gujarat,Surat,Virtus,Sedan,Petrol,15.46,36-45,Female,Self-Employed/Business,Loan/Finance,Showroom Walk-in,4,1,15.46,1546000.0,2,Jun-2024
101492,2024-06-01,2024,6,Jun,Gujarat,Surat,Virtus,Sedan,Petrol,16.09,56-65,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,5,0,16.09,1609000.0,2,Jun-2024
101493,2024-06-01,2024,6,Jun,Gujarat,Surat,Virtus,Sedan,Petrol,16.4,26-35,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Referral,3,0,16.4,1639999.9999999998,2,Jun-2024
101494,2024-06-01,2024,6,Jun,Gujarat,Surat,Virtus,Sedan,Petrol,14.49,18-25,Male,Salaried - Private,Loan/Finance,Auto Expo/Event,2,0,14.49,1449000.0,2,Jun-2024
101495,2024-06-01,2024,6,Jun,Gujarat,Surat,Virtus,Sedan,Petrol,15.47,26-35,Male,Professional (Doctor/CA/Lawyer),Loan/Finance,Showroom Walk-in,2,1,15.47,1547000.0,2,Jun-2024
101496,2024-06-01,2024,6,Jun,Gujarat,Surat,Tiguan,SUV,Petrol,38.33,26-35,Male,Salaried - Private,Loan/Finance,Online Enquiry,4,0,38.33,3833000.0,2,Jun-2024
101497,2024-06-01,2024,6,Jun,Gujarat,Surat,Vento,Sedan,Petrol,14.52,46-55,Male,Self-Employed/Business,Loan/Finance,Online Enquiry,5,1,14.52,1452000.0,2,Jun-2024
101498,2024-06-01,2024,6,Jun,Gujarat,Surat,Polo,Hatchback,Petrol,8.86,36-45,Female,Salaried - Private,Loan/Finance,Referral,3,0,8.86,886000.0,2,Jun-2024
101499,2024-06-01,2024,6,Jun,Gujarat,Surat,Ameo,Sedan,Petrol,9.84,65+,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0,9.84,984000.0,2,Jun-2024
101500,2024-06-01,2024,6,Jun,West Bengal,Kolkata,Virtus,Sedan,Petrol,16.0,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,3,1,16.0,1600000.0,2,Jun-2024
101501,2024-06-01,2024,6,Jun,West Bengal,Kolkata,Virtus,Sedan,Petrol,14.83,36-45,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,5,0,14.83,1483000.0,2,Jun-2024
101502,2024-06-01,2024,6,Jun,West Bengal,Kolkata,Virtus,Sedan,Petrol,17.02,26-35,Male,Retired,Cash/Full Payment,Showroom Walk-in,4,1,17.02,1702000.0,2,Jun-2024
101503,2024-06-01,2024,6,Jun,West Bengal,Kolkata,Virtus,Sedan,Petrol,16.46,46-55,Male,Self-Employed/Business,Loan/Finance,Showroom Walk-in,4,0,16.46,1646000.0,2,Jun-2024
101504,2024-06-01,2024,6,Jun,West Bengal,Kolkata,Taigun,SUV,Petrol,17.05,46-55,Male,Salaried - Private,Loan/Finance,Online Enquiry,5,1,17.05,1705000.0,2,Jun-2024
101505,2024-06-01,2024,6,Jun,West Bengal,Kolkata,Vento,Sedan,Petrol,15.27,26-35,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,2,0,15.27,1527000.0,2,Jun-2024
101506,2024-06-01,2024,6,Jun,West Bengal,Kolkata,Polo,Hatchback,Petrol,9.37,36-45,Male,Salaried - Private,Cash/Full Payment,Showroom Walk-in,4,0,9.37,936999.9999999999,2,Jun-2024
101507,2024-06-01,2024,6,Jun,West Bengal,Kolkata,Polo,Hatchback,Petrol,9.72,36-45,Male,Salaried - Government,Loan/Finance,Auto Expo/Event,5,0,9.72,972000.0000000001,2,Jun-2024
101508,2024-06-01,2024,6,Jun,West Bengal,Kolkata,Ameo,Sedan,Petrol,9.18,26-35,Male,Professional (Doctor/CA/Lawyer),Cash/Full Payment,Referral,4,0,9.18,918000.0,2,Jun-2024
101509,2024-06-01,2024,6,Jun,Rajasthan,Jaipur,Virtus,Sedan,Petrol,16.5,46-55,Male,Salaried - Private,Loan/Finance,Online Enquiry,4,0,16.5,1650000.0,2,Jun-2024
101510,2024-06-01,2024,6,Jun,Rajasthan,Jaipur,Virtus,Sedan,Petrol,15.53,65+,Male,Salaried - Government,Loan/Finance,Showroom Walk-in,5,1,15.53,1553000.0,2,Jun-2024
101511,2024-06-01,2024,6,Jun,Rajasthan,Jaipur,Virtus,Sedan,Petrol,15.49,46-55,Male,Self-Employed/Business,Loan/Finance,Auto Expo/Event,5,0,15.49,1549000.0,2,Jun-2024
101512,2024-06-01,2024,6,Jun,Rajasthan,Jaipur,Taigun,SUV,Petrol,17.3,18-25,Male,Salaried - Private,Loan/Finance,Exchange Mela,5,0,17.3,1730000.0,2,Jun-2024
101513,2024-06-01,2024,6,Jun,Rajasthan,Jaipur,Taigun,SUV,Petrol,17.99,56-65,Male,Salaried - Private,Cash/Full Payment,Referral,4,0,17.99,1798999.9999999998,2,Jun-2024
101514,2024-06-01,2024,6,Jun,Rajasthan,Jaipur,Polo,Hatchback,Petrol,9.77,36-45,Male,Salaried - Private,Loan/Finance,Referral,4,0,9.77,977000.0,2,Jun-2024
101515,2024-06-01,2024,6,Jun,Uttar Pradesh,Lucknow,Virtus,Sedan,Petrol,15.37,65+,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,0,15.37,1537000.0,2,Jun-2024
101516,2024-06-01,2024,6,Jun,Uttar Pradesh,Lucknow,Virtus,Sedan,Petrol,17.04,26-35,Male,Salaried - Government,Loan/Finance,Exchange Mela,4,0,17.04,1704000.0,2,Jun-2024
101517,2024-06-01,2024,6,Jun,Uttar Pradesh,Lucknow,Virtus,Sedan,Petrol,16.74,36-45,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,4,1,16.74,1673999.9999999998,2,Jun-2024
101518,2024-06-01,2024,6,Jun,Uttar Pradesh,Lucknow,Virtus,Sedan,Petrol,15.21,26-35,Female,Professional (Doctor/CA/Lawyer),Cash/Full Payment,Exchange Mela,3,0,15.21,1521000.0,2,Jun-2024
101519,2024-06-01,2024,6,Jun,Uttar Pradesh,Lucknow,Virtus,Sedan,Petrol,15.57,46-55,Male,Salaried - Private,Loan/Finance,Referral,3,0,15.57,1557000.0,2,Jun-2024
101520,2024-06-01,2024,6,Jun,Uttar Pradesh,Lucknow,Virtus,Sedan,Petrol,13.33,26-35,Male,Salaried - Private,Loan/Finance,Showroom Walk-in,1,0,13.33,1333000.0,2,Jun-2024
101521,2024-06-01,2024,6,Jun,Uttar Pradesh,Lucknow,Virtus,Sedan,Petrol,17.47,36-45,Male,Salaried - Government,Cash/Full Payment,Showroom Walk-in,4,1,17.47,1747000.0,2,Jun-2024
101522,2024-06-01,2024,6,Jun,Uttar Pradesh,Lucknow,Taigun,SUV,Petrol,17.34,26-35,Female,Professional (Doctor/CA/Lawyer),Loan/Finance,Online Enquiry,5,0,17.34,1734000.0,2,Jun-2024
